id2,id,caseid,ppworka,intlen,age,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,cli_disp,xideo,xparty4,co_reg3,weight,duration__in_seconds_,consent,cert,pveh_1_1,pveh_2_2,pveh_3_3,vot,n,choice_set,card,c1,pop,compensation,cost_sharing,livestock,gove,hunt,cost,protest,asc,pop2,poptime,pop2time,popzip,pop2zip,popinc,pop2inc,asc_inc,popage,pop2age,asc_age,popid,pop2id,id_card,ncost,npop,ncompensation,ncost_sharing,nlivestock,ngove,nhunt,_caseid,_panelaltid,npop2
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,2,3,193,0,200,0,0,23,0,0,150,3,1,40000,-46.892643,-9378.5283,16225000,3244999936,600,120000,3,13200,2640000,66,-163.19737,-32639.475,915,1.1149775,-0.30864784,-0.81588852,-0.70707279,-0.664132,-0.8480801,-0.70707279,915,344,0.095263489
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,2,4,214,0,200,0,0,180,0,1,100,3,1,40000,-46.892643,-9378.5283,16225000,3244999936,600,120000,3,13200,2640000,66,-163.19737,-32639.475,916,0.43453503,-0.30864784,-0.81588852,-0.70707279,1.6665219,-0.8480801,1.4141455,916,344,0.095263489
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,2,5,235,0,200,2,0,23,30,0,200,3,1,40000,-46.892643,-9378.5283,16225000,3244999936,600,120000,3,13200,2640000,66,-163.19737,-32639.475,917,1.7954199,-0.30864784,1.6363785,-0.70707279,-0.664132,0.58179092,-0.70707279,917,344,0.095263489
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,2,6,256,0,400,2,1,180,0,0,50,3,1,160000,-93.785286,-37514.113,32450000,12979999744,1200,480000,3,26400,10560000,66,-326.39474,-130557.9,918,-0.24590744,0.57150942,1.6363785,1.4141455,1.6665219,-0.8480801,-0.70707279,918,344,0.32662302
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,2,7,277,0,600,2,0,90,50,1,150,3,1,360000,-140.67793,-84406.758,48675000,29205000192,1800,1080000,3,39600,23760000,66,-489.59213,-293755.28,919,1.1149775,1.4516667,1.6363785,-0.70707279,0.33047828,1.5350382,1.4141455,919,344,2.1073363
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,2,8,298,0,400,2,1,90,30,1,10,3,1,160000,-93.785286,-37514.113,32450000,12979999744,1200,480000,3,26400,10560000,66,-326.39474,-130557.9,920,-0.79026139,0.57150942,1.6363785,1.4141455,0.33047828,0.58179092,1.4141455,920,344,0.32662302
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,1,158,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,913,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,913,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,2,179,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,914,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,914,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,3,200,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,915,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,915,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,4,221,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,916,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,916,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,5,242,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,917,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,917,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,6,263,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,918,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,918,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,7,284,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,919,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,919,345,1.3105606
115,-0.81598687,1114068,6,773,66,4,4,4,1,1,1,3,3,0,4,1,84,3,1,0,Completed,7,1,3,0.3452,773,1,1,1,1,1,2,3,8,305,1,10,0,0,8,0,0,0,3,0,100,-2.3446321,-23.446321,811250,8112500,30,300,0,660,6600,0,-8.1598682,-81.598686,920,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,920,345,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,1,144,0,400,1,1,23,50,1,10,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,921,-0.79026139,0.57150942,0.41024503,1.4141455,-0.664132,1.5350382,1.4141455,921,346,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,2,165,0,600,2,1,180,0,1,10,3,1,360000,-128.48651,-77091.906,48121200,28872720384,4200,2520000,7,37200,22320000,62,-484.79218,-290875.31,922,-0.79026139,1.4516667,1.6363785,1.4141455,1.6665219,-0.8480801,1.4141455,922,346,2.1073363
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,3,186,0,200,2,0,180,30,1,100,3,1,40000,-42.828838,-8565.7676,16040400,3208079872,1400,280000,7,12400,2480000,62,-161.5974,-32319.479,923,0.43453503,-0.30864784,1.6363785,-0.70707279,1.6665219,0.58179092,1.4141455,923,346,0.095263489
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,4,207,0,400,0,1,90,0,1,100,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,924,0.43453503,0.57150942,-0.81588852,1.4141455,0.33047828,-0.8480801,1.4141455,924,346,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,5,228,0,400,2,1,180,50,0,150,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,925,1.1149775,0.57150942,1.6363785,1.4141455,1.6665219,1.5350382,-0.70707279,925,346,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,6,249,0,400,1,0,180,50,1,50,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,926,-0.24590744,0.57150942,0.41024503,-0.70707279,1.6665219,1.5350382,1.4141455,926,346,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,7,270,0,400,0,0,180,0,1,200,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,927,1.7954199,0.57150942,-0.81588852,-0.70707279,1.6665219,-0.8480801,1.4141455,927,346,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,1,8,291,0,400,2,1,23,50,1,50,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,928,-0.24590744,0.57150942,1.6363785,1.4141455,-0.664132,1.5350382,1.4141455,928,346,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,1,151,0,200,0,0,180,30,0,200,3,1,40000,-42.828838,-8565.7676,16040400,3208079872,1400,280000,7,12400,2480000,62,-161.5974,-32319.479,921,1.7954199,-0.30864784,-0.81588852,-0.70707279,1.6665219,0.58179092,-0.70707279,921,347,0.095263489
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,2,172,0,400,0,0,90,30,0,100,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,922,0.43453503,0.57150942,-0.81588852,-0.70707279,0.33047828,0.58179092,-0.70707279,922,347,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,3,193,0,400,1,1,90,50,0,50,3,1,160000,-85.657677,-34263.07,32080800,12832319488,2800,1120000,7,24800,9920000,62,-323.19479,-129277.91,923,-0.24590744,0.57150942,0.41024503,1.4141455,0.33047828,1.5350382,-0.70707279,923,347,0.32662302
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,4,214,0,600,1,0,180,30,0,200,3,1,360000,-128.48651,-77091.906,48121200,28872720384,4200,2520000,7,37200,22320000,62,-484.79218,-290875.31,924,1.7954199,1.4516667,0.41024503,-0.70707279,1.6665219,0.58179092,-0.70707279,924,347,2.1073363
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,5,235,0,200,0,0,90,0,1,10,3,1,40000,-42.828838,-8565.7676,16040400,3208079872,1400,280000,7,12400,2480000,62,-161.5974,-32319.479,925,-0.79026139,-0.30864784,-0.81588852,-0.70707279,0.33047828,-0.8480801,1.4141455,925,347,0.095263489
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,6,256,0,600,2,1,23,30,0,100,3,1,360000,-128.48651,-77091.906,48121200,28872720384,4200,2520000,7,37200,22320000,62,-484.79218,-290875.31,926,0.43453503,1.4516667,1.6363785,1.4141455,-0.664132,0.58179092,-0.70707279,926,347,2.1073363
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,7,277,0,200,2,1,23,50,0,10,3,1,40000,-42.828838,-8565.7676,16040400,3208079872,1400,280000,7,12400,2480000,62,-161.5974,-32319.479,927,-0.79026139,-0.30864784,1.6363785,1.4141455,-0.664132,1.5350382,-0.70707279,927,347,0.095263489
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,2,8,298,0,600,0,0,90,0,0,10,3,1,360000,-128.48651,-77091.906,48121200,28872720384,4200,2520000,7,37200,22320000,62,-484.79218,-290875.31,928,-0.79026139,1.4516667,-0.81588852,-0.70707279,0.33047828,-0.8480801,-0.70707279,928,347,2.1073363
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,1,158,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,921,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,921,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,2,179,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,922,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,922,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,3,200,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,923,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,923,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,4,221,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,924,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,924,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,5,242,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,925,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,925,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,6,263,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,926,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,926,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,7,284,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,927,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,927,348,1.3105606
116,-0.80798697,1747172,6,2071,62,3,3,1,2,2,2,7,1,1,4,1,84,3,2,0,Completed,3,2,1,1.1325001,2071,1,2,0,0,0,1,3,8,305,1,10,0,0,8,0,0,0,3,0,100,-2.1414418,-21.414419,802020,8020200,70,700,0,620,6200,0,-8.0798702,-80.798698,928,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,928,348,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,1,144,0,600,0,1,90,0,0,50,3,1,360000,2226.1848,1335710.9,48300600,28980359168,1800,1080000,3,45000,27000000,75,-479.99228,-287995.38,929,-0.24590744,1.4516667,-0.81588852,1.4141455,0.33047828,-0.8480801,-0.70707279,929,349,2.1073363
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,2,165,0,400,0,1,90,30,1,150,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,930,1.1149775,0.57150942,-0.81588852,1.4141455,0.33047828,0.58179092,1.4141455,930,349,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,3,186,0,200,1,0,90,50,1,200,3,1,40000,742.06165,148412.33,16100200,3220039936,600,120000,3,15000,3000000,75,-159.99742,-31999.486,931,1.7954199,-0.30864784,0.41024503,-0.70707279,0.33047828,1.5350382,1.4141455,931,349,0.095263489
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,4,207,0,400,2,0,23,0,1,200,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,932,1.7954199,0.57150942,1.6363785,-0.70707279,-0.664132,-0.8480801,1.4141455,932,349,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,5,228,0,400,0,0,90,30,0,50,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,933,-0.24590744,0.57150942,-0.81588852,-0.70707279,0.33047828,0.58179092,-0.70707279,933,349,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,6,249,0,600,1,1,180,50,0,10,3,1,360000,2226.1848,1335710.9,48300600,28980359168,1800,1080000,3,45000,27000000,75,-479.99228,-287995.38,934,-0.79026139,1.4516667,0.41024503,1.4141455,1.6665219,1.5350382,-0.70707279,934,349,2.1073363
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,7,270,0,600,2,0,90,0,0,200,3,1,360000,2226.1848,1335710.9,48300600,28980359168,1800,1080000,3,45000,27000000,75,-479.99228,-287995.38,935,1.7954199,1.4516667,1.6363785,-0.70707279,0.33047828,-0.8480801,-0.70707279,935,349,2.1073363
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,1,8,291,0,400,1,1,90,50,1,200,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,936,1.7954199,0.57150942,0.41024503,1.4141455,0.33047828,1.5350382,1.4141455,936,349,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,1,151,0,400,1,0,180,30,1,100,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,929,0.43453503,0.57150942,0.41024503,-0.70707279,1.6665219,0.58179092,1.4141455,929,350,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,2,172,0,600,1,0,23,0,0,50,3,1,360000,2226.1848,1335710.9,48300600,28980359168,1800,1080000,3,45000,27000000,75,-479.99228,-287995.38,930,-0.24590744,1.4516667,0.41024503,-0.70707279,-0.664132,-0.8480801,-0.70707279,930,350,2.1073363
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,3,193,0,400,0,1,23,0,0,100,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,931,0.43453503,0.57150942,-0.81588852,1.4141455,-0.664132,-0.8480801,-0.70707279,931,350,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,4,214,0,200,1,1,180,50,0,50,3,1,40000,742.06165,148412.33,16100200,3220039936,600,120000,3,15000,3000000,75,-159.99742,-31999.486,932,-0.24590744,-0.30864784,0.41024503,1.4141455,1.6665219,1.5350382,-0.70707279,932,350,0.095263489
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,5,235,0,600,2,1,180,50,1,100,3,1,360000,2226.1848,1335710.9,48300600,28980359168,1800,1080000,3,45000,27000000,75,-479.99228,-287995.38,933,0.43453503,1.4516667,1.6363785,1.4141455,1.6665219,1.5350382,1.4141455,933,350,2.1073363
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,6,256,0,400,2,0,23,0,1,200,3,1,160000,1484.1233,593649.31,32200400,12880159744,1200,480000,3,30000,12000000,75,-319.99484,-127997.95,934,1.7954199,0.57150942,1.6363785,-0.70707279,-0.664132,-0.8480801,1.4141455,934,350,0.32662302
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,7,277,0,200,0,1,23,30,1,10,3,1,40000,742.06165,148412.33,16100200,3220039936,600,120000,3,15000,3000000,75,-159.99742,-31999.486,935,-0.79026139,-0.30864784,-0.81588852,1.4141455,-0.664132,0.58179092,1.4141455,935,350,0.095263489
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,2,8,298,0,200,0,0,180,0,0,150,3,1,40000,742.06165,148412.33,16100200,3220039936,600,120000,3,15000,3000000,75,-159.99742,-31999.486,936,1.1149775,-0.30864784,-0.81588852,-0.70707279,1.6665219,-0.8480801,-0.70707279,936,350,0.095263489
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,1,158,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,929,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,929,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,2,179,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,930,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,930,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,3,200,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,931,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,931,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,4,221,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,932,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,932,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,5,242,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,933,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,933,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,6,263,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,934,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,934,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,7,284,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,935,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,935,351,1.3105606
117,-0.79998714,1932301,6,252769,75,2,2,1,2,1,1,3,2,1,4,1,84,2,1,0,Completed,6,1,1,1.3414,252769,1,1,0,0,0,2,3,8,305,1,10,0,0,8,0,0,0,3,0,100,37.103081,371.03082,805010,8050100,30,300,0,750,7500,0,-7.9998713,-79.998711,936,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,936,351,1.3105606
118,-0.79198724,1177535,2,609,54,4,4,1,2,3,1,7,1,1,4,1,84,1,3,0,Completed,7,1,1,1.2654999,609,1,2,0,0.1,0.1,4,1,1,144,0,600,1,0,23,0,1,50,3,1,360000,-142.21829,-85330.977,48075000,28845000704,4200,2520000,7,32400,19440000,54,-475.19235,-285115.41,937,-0.24590744,1.4516667,0.41024503,-0.70707279,-0.664132,-0.8480801,1.4141455,937,352,2.1073363
